ID,Nombre,Cédula,Rol,Contraseña,Departamento,Municipio,Zona,Puesto,Mesa,Ubicación Completa,Activo,Presencia Verificada,Último Acceso
219,testigo_2601090501001,2601090501001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,IE CASD SEDE SANTA EUFRACIA,IE CASD SEDE SANTA EUFRACIA - Mesa 1,QUINDIO - ARMENIA - Zona 09 - IE CASD SEDE SANTA EUFRACIA - Mesa 01,Sí,No,Nunca
220,testigo_2601090502001,2601090502001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,IE CASD SEDE SANTA EUFRACIA,IE CASD SEDE SANTA EUFRACIA - Mesa 2,QUINDIO - ARMENIA - Zona 09 - IE CASD SEDE SANTA EUFRACIA - Mesa 02,Sí,No,Nunca
221,testigo_2601090503001,2601090503001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,IE CASD SEDE SANTA EUFRACIA,IE CASD SEDE SANTA EUFRACIA - Mesa 3,QUINDIO - ARMENIA - Zona 09 - IE CASD SEDE SANTA EUFRACIA - Mesa 03,Sí,No,Nunca
222,testigo_2601090601001,2601090601001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 09,IE CASD SEDE PRINCIPAL,IE CASD SEDE PRINCIPAL - Mesa 1,QUINDIO - ARMENIA - Zona 09 - IE CASD SEDE PRINCIPAL - Mesa 01,Sí,No,Nunca
223,testigo_2601100101001,2601100101001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,COLISEO SENA,COLISEO SENA - Mesa 1,QUINDIO - ARMENIA - Zona 10 - COLISEO SENA - Mesa 01,Sí,No,Nunca
224,testigo_2601100102001,2601100102001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,COLISEO SENA,COLISEO SENA - Mesa 2,QUINDIO - ARMENIA - Zona 10 - COLISEO SENA - Mesa 02,Sí,No,Nunca
225,testigo_2601100201001,2601100201001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,UNIVERSIDAD DEL QUINDIO,UNIVERSIDAD DEL QUINDIO - Mesa 1,QUINDIO - ARMENIA - Zona 10 - UNIVERSIDAD DEL QUINDIO - Mesa 01,Sí,No,Nunca
226,testigo_2601100202001,2601100202001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,UNIVERSIDAD DEL QUINDIO,UNIVERSIDAD DEL QUINDIO - Mesa 2,QUINDIO - ARMENIA - Zona 10 - UNIVERSIDAD DEL QUINDIO - Mesa 02,Sí,No,Nunca
227,testigo_2601100203001,2601100203001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,UNIVERSIDAD DEL QUINDIO,UNIVERSIDAD DEL QUINDIO - Mesa 3,QUINDIO - ARMENIA - Zona 10 - UNIVERSIDAD DEL QUINDIO - Mesa 03,Sí,No,Nunca
228,testigo_2601100204001,2601100204001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,UNIVERSIDAD DEL QUINDIO,UNIVERSIDAD DEL QUINDIO - Mesa 4,QUINDIO - ARMENIA - Zona 10 - UNIVERSIDAD DEL QUINDIO - Mesa 04,Sí,No,Nunca
229,testigo_2601100205001,2601100205001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,UNIVERSIDAD DEL QUINDIO,UNIVERSIDAD DEL QUINDIO - Mesa 5,QUINDIO - ARMENIA - Zona 10 - UNIVERSIDAD DEL QUINDIO - Mesa 05,Sí,No,Nunca
230,testigo_2601100301001,2601100301001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,IE REPUBLICA DE FRANCIA,IE REPUBLICA DE FRANCIA - Mesa 1,QUINDIO - ARMENIA - Zona 10 - IE REPUBLICA DE FRANCIA - Mesa 01,Sí,No,Nunca
231,testigo_2601100302001,2601100302001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,IE REPUBLICA DE FRANCIA,IE REPUBLICA DE FRANCIA - Mesa 2,QUINDIO - ARMENIA - Zona 10 - IE REPUBLICA DE FRANCIA - Mesa 02,Sí,No,Nunca
232,testigo_2601100401001,2601100401001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,ESC. DE ADM. Y MERCADOTECNIA EAM,ESC. DE ADM. Y MERCADOTECNIA EAM - Mesa 1,QUINDIO - ARMENIA - Zona 10 - ESC. DE ADM. Y MERCADOTECNIA EAM - Mesa 01,Sí,No,Nunca
233,testigo_2601100402001,2601100402001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,ESC. DE ADM. Y MERCADOTECNIA EAM,ESC. DE ADM. Y MERCADOTECNIA EAM - Mesa 2,QUINDIO - ARMENIA - Zona 10 - ESC. DE ADM. Y MERCADOTECNIA EAM - Mesa 02,Sí,No,Nunca
234,testigo_2601100501001,2601100501001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,FUNDACION QUINDIANA DE ATENCION INTEGRAL,FUNDACION QUINDIANA DE ATENCION INTEGRAL - Mesa 1,QUINDIO - ARMENIA - Zona 10 - FUNDACION QUINDIANA DE ATENCION INTEGRAL - Mesa 01,Sí,No,Nunca
235,testigo_2601100601001,2601100601001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,SENA CENTRO AGROINDUSTRIAL,SENA CENTRO AGROINDUSTRIAL - Mesa 1,QUINDIO - ARMENIA - Zona 10 - SENA CENTRO AGROINDUSTRIAL - Mesa 01,Sí,No,Nunca
236,testigo_2601100701001,2601100701001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,IE EUDORO GRANADA SD FUNDADORES,IE EUDORO GRANADA SD FUNDADORES - Mesa 1,QUINDIO - ARMENIA - Zona 10 - IE EUDORO GRANADA SD FUNDADORES - Mesa 01,Sí,No,Nunca
237,testigo_2601100801001,2601100801001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 10,IE SANTA TERESA DE JESUS SD LA FLORIDA,IE SANTA TERESA DE JESUS SD LA FLORIDA - Mesa 1,QUINDIO - ARMENIA - Zona 10 - IE SANTA TERESA DE JESUS SD LA FLORIDA - Mesa 01,Sí,No,Nunca
238,testigo_2601900101001,2601900101001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 90,ESTADIO CENTENARIO,ESTADIO CENTENARIO - Mesa 1,QUINDIO - ARMENIA - Zona 90 - ESTADIO CENTENARIO - Mesa 01,Sí,No,Nunca
239,testigo_2601900102001,2601900102001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 90,ESTADIO CENTENARIO,ESTADIO CENTENARIO - Mesa 2,QUINDIO - ARMENIA - Zona 90 - ESTADIO CENTENARIO - Mesa 02,Sí,No,Nunca
240,testigo_2601900103001,2601900103001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 90,ESTADIO CENTENARIO,ESTADIO CENTENARIO - Mesa 3,QUINDIO - ARMENIA - Zona 90 - ESTADIO CENTENARIO - Mesa 03,Sí,No,Nunca
241,testigo_2601980101001,2601980101001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 98,CARCEL CENTRO PENITENCIARIO SA,CARCEL CENTRO PENITENCIARIO SA - Mesa 1,QUINDIO - ARMENIA - Zona 98 - CARCEL CENTRO PENITENCIARIO SA - Mesa 01,Sí,No,Nunca
242,testigo_2601980201001,2601980201001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 98,CARCEL VILLA CRISTINA,CARCEL VILLA CRISTINA - Mesa 1,QUINDIO - ARMENIA - Zona 98 - CARCEL VILLA CRISTINA - Mesa 01,Sí,No,Nunca
243,testigo_2601992701001,2601992701001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 99,EL CAIMO,EL CAIMO - Mesa 1,QUINDIO - ARMENIA - Zona 99 - EL CAIMO - Mesa 01,Sí,No,Nunca
244,testigo_2601995801001,2601995801001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 99,MURILLO,MURILLO - Mesa 1,QUINDIO - ARMENIA - Zona 99 - MURILLO - Mesa 01,Sí,No,Nunca
245,testigo_2601997001001,2601997001001,testigo_electoral,test123,QUINDIO,ARMENIA,Zona 99,FUND. MANOS UNIDAS DE DIOS (PANTANILLO),FUND. MANOS UNIDAS DE DIOS (PANTANILLO) - Mesa 1,QUINDIO - ARMENIA - Zona 99 - FUND. MANOS UNIDAS DE DIOS (PANTANILLO) - Mesa 01,Sí,No,Nunca
246,testigo_2605000001001,2605000001001,testigo_electoral,test123,QUINDIO,BUENAVISTA,Zona 00,PUESTO CABECERA MUNICIPAL,PUESTO CABECERA MUNICIPAL - Mesa 1,QUINDIO - BUENAVISTA - Zona 00 - PUESTO CABECERA MUNICIPAL - Mesa 01,Sí,No,Nunca
247,testigo_2605997001001,2605997001001,testigo_electoral,test123,QUINDIO,BUENAVISTA,Zona 99,IE RIO VERDE BAJO,IE RIO VERDE BAJO - Mesa 1,QUINDIO - BUENAVISTA - Zona 99 - IE RIO VERDE BAJO - Mesa 01,Sí,No,Nunca
248,testigo_2610010101001,2610010101001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 01,INST.EDUC.SEGUNDO HENAO,INST.EDUC.SEGUNDO HENAO - Mesa 1,QUINDIO - CALARCA - Zona 01 - INST.EDUC.SEGUNDO HENAO - Mesa 01,Sí,No,Nunca
249,testigo_2610010102001,2610010102001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 01,INST.EDUC.SEGUNDO HENAO,INST.EDUC.SEGUNDO HENAO - Mesa 2,QUINDIO - CALARCA - Zona 01 - INST.EDUC.SEGUNDO HENAO - Mesa 02,Sí,No,Nunca
250,testigo_2610010201001,2610010201001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 01,COLEGIO LEON DE GREIFF,COLEGIO LEON DE GREIFF - Mesa 1,QUINDIO - CALARCA - Zona 01 - COLEGIO LEON DE GREIFF - Mesa 01,Sí,No,Nunca
251,testigo_2610010202001,2610010202001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 01,COLEGIO LEON DE GREIFF,COLEGIO LEON DE GREIFF - Mesa 2,QUINDIO - CALARCA - Zona 01 - COLEGIO LEON DE GREIFF - Mesa 02,Sí,No,Nunca
252,testigo_2610010301001,2610010301001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 01,COL. ROMAN MARIA VALENCIA,COL. ROMAN MARIA VALENCIA - Mesa 1,QUINDIO - CALARCA - Zona 01 - COL. ROMAN MARIA VALENCIA - Mesa 01,Sí,No,Nunca
253,testigo_2610010302001,2610010302001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 01,COL. ROMAN MARIA VALENCIA,COL. ROMAN MARIA VALENCIA - Mesa 2,QUINDIO - CALARCA - Zona 01 - COL. ROMAN MARIA VALENCIA - Mesa 02,Sí,No,Nunca
254,testigo_2610010401001,2610010401001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 01,COLEGIO ANTONIO NARIÑO,COLEGIO ANTONIO NARIÑO - Mesa 1,QUINDIO - CALARCA - Zona 01 - COLEGIO ANTONIO NARIÑO - Mesa 01,Sí,No,Nunca
255,testigo_2610010402001,2610010402001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 01,COLEGIO ANTONIO NARIÑO,COLEGIO ANTONIO NARIÑO - Mesa 2,QUINDIO - CALARCA - Zona 01 - COLEGIO ANTONIO NARIÑO - Mesa 02,Sí,No,Nunca
256,testigo_2610010403001,2610010403001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 01,COLEGIO ANTONIO NARIÑO,COLEGIO ANTONIO NARIÑO - Mesa 3,QUINDIO - CALARCA - Zona 01 - COLEGIO ANTONIO NARIÑO - Mesa 03,Sí,No,Nunca
257,testigo_2610010501001,2610010501001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 01,CIUDADELA EDU SECTOR LAURELES,CIUDADELA EDU SECTOR LAURELES - Mesa 1,QUINDIO - CALARCA - Zona 01 - CIUDADELA EDU SECTOR LAURELES - Mesa 01,Sí,No,Nunca
258,testigo_2610020101001,2610020101001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 02,COLEGIO ROBLEDO,COLEGIO ROBLEDO - Mesa 1,QUINDIO - CALARCA - Zona 02 - COLEGIO ROBLEDO - Mesa 01,Sí,No,Nunca
259,testigo_2610020102001,2610020102001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 02,COLEGIO ROBLEDO,COLEGIO ROBLEDO - Mesa 2,QUINDIO - CALARCA - Zona 02 - COLEGIO ROBLEDO - Mesa 02,Sí,No,Nunca
260,testigo_2610020103001,2610020103001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 02,COLEGIO ROBLEDO,COLEGIO ROBLEDO - Mesa 3,QUINDIO - CALARCA - Zona 02 - COLEGIO ROBLEDO - Mesa 03,Sí,No,Nunca
261,testigo_2610020201001,2610020201001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 02,ESCUELA SANTANDER,ESCUELA SANTANDER - Mesa 1,QUINDIO - CALARCA - Zona 02 - ESCUELA SANTANDER - Mesa 01,Sí,No,Nunca
262,testigo_2610020202001,2610020202001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 02,ESCUELA SANTANDER,ESCUELA SANTANDER - Mesa 2,QUINDIO - CALARCA - Zona 02 - ESCUELA SANTANDER - Mesa 02,Sí,No,Nunca
263,testigo_2610020301001,2610020301001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 02,CONCENTRACION JHON F. KENNEDY,CONCENTRACION JHON F. KENNEDY - Mesa 1,QUINDIO - CALARCA - Zona 02 - CONCENTRACION JHON F. KENNEDY - Mesa 01,Sí,No,Nunca
264,testigo_2610020302001,2610020302001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 02,CONCENTRACION JHON F. KENNEDY,CONCENTRACION JHON F. KENNEDY - Mesa 2,QUINDIO - CALARCA - Zona 02 - CONCENTRACION JHON F. KENNEDY - Mesa 02,Sí,No,Nunca
265,testigo_2610020401001,2610020401001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 02,IE SAN RAFAEL SD LA PRIMAVERA,IE SAN RAFAEL SD LA PRIMAVERA - Mesa 1,QUINDIO - CALARCA - Zona 02 - IE SAN RAFAEL SD LA PRIMAVERA - Mesa 01,Sí,No,Nunca
266,testigo_2610900101001,2610900101001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 90,PUESTO CENSO (VIVE DIGITAL),PUESTO CENSO (VIVE DIGITAL) - Mesa 1,QUINDIO - CALARCA - Zona 90 - PUESTO CENSO (VIVE DIGITAL) - Mesa 01,Sí,No,Nunca
267,testigo_2610980101001,2610980101001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 98,CARCEL,CARCEL - Mesa 1,QUINDIO - CALARCA - Zona 98 - CARCEL - Mesa 01,Sí,No,Nunca
268,testigo_2610991001001,2610991001001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 99,BARCELONA,BARCELONA - Mesa 1,QUINDIO - CALARCA - Zona 99 - BARCELONA - Mesa 01,Sí,No,Nunca
269,testigo_2610991002001,2610991002001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 99,BARCELONA,BARCELONA - Mesa 2,QUINDIO - CALARCA - Zona 99 - BARCELONA - Mesa 02,Sí,No,Nunca
270,testigo_2610995001001,2610995001001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 99,LA ALBANIA,LA ALBANIA - Mesa 1,QUINDIO - CALARCA - Zona 99 - LA ALBANIA - Mesa 01,Sí,No,Nunca
271,testigo_2610995201001,2610995201001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 99,LA BELLA,LA BELLA - Mesa 1,QUINDIO - CALARCA - Zona 99 - LA BELLA - Mesa 01,Sí,No,Nunca
272,testigo_2610995501001,2610995501001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 99,LA VIRGINIA,LA VIRGINIA - Mesa 1,QUINDIO - CALARCA - Zona 99 - LA VIRGINIA - Mesa 01,Sí,No,Nunca
273,testigo_2610997501001,2610997501001,testigo_electoral,test123,QUINDIO,CALARCA,Zona 99,QUEBRADANEGRA,QUEBRADANEGRA - Mesa 1,QUINDIO - CALARCA - Zona 99 - QUEBRADANEGRA - Mesa 01,Sí,No,Nunca
274,testigo_2620010101001,2620010101001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 01,I.E.SAN JOSE,I.E.SAN JOSE - Mesa 1,QUINDIO - CIRCASIA - Zona 01 - I.E.SAN JOSE - Mesa 01,Sí,No,Nunca
275,testigo_2620010102001,2620010102001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 01,I.E.SAN JOSE,I.E.SAN JOSE - Mesa 2,QUINDIO - CIRCASIA - Zona 01 - I.E.SAN JOSE - Mesa 02,Sí,No,Nunca
276,testigo_2620010201001,2620010201001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 01,I.E.FRANCISCO LONDOÑO,I.E.FRANCISCO LONDOÑO - Mesa 1,QUINDIO - CIRCASIA - Zona 01 - I.E.FRANCISCO LONDOÑO - Mesa 01,Sí,No,Nunca
277,testigo_2620010202001,2620010202001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 01,I.E.FRANCISCO LONDOÑO,I.E.FRANCISCO LONDOÑO - Mesa 2,QUINDIO - CIRCASIA - Zona 01 - I.E.FRANCISCO LONDOÑO - Mesa 02,Sí,No,Nunca
278,testigo_2620020101001,2620020101001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 02,I.E.EDUCATIVA IMET,I.E.EDUCATIVA IMET - Mesa 1,QUINDIO - CIRCASIA - Zona 02 - I.E.EDUCATIVA IMET - Mesa 01,Sí,No,Nunca
279,testigo_2620020102001,2620020102001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 02,I.E.EDUCATIVA IMET,I.E.EDUCATIVA IMET - Mesa 2,QUINDIO - CIRCASIA - Zona 02 - I.E.EDUCATIVA IMET - Mesa 02,Sí,No,Nunca
280,testigo_2620020201001,2620020201001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 02,I E  LIBRE,I E  LIBRE - Mesa 1,QUINDIO - CIRCASIA - Zona 02 - I E  LIBRE - Mesa 01,Sí,No,Nunca
281,testigo_2620020202001,2620020202001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 02,I E  LIBRE,I E  LIBRE - Mesa 2,QUINDIO - CIRCASIA - Zona 02 - I E  LIBRE - Mesa 02,Sí,No,Nunca
282,testigo_2620993001001,2620993001001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 99,HOJAS ANCHAS,HOJAS ANCHAS - Mesa 1,QUINDIO - CIRCASIA - Zona 99 - HOJAS ANCHAS - Mesa 01,Sí,No,Nunca
283,testigo_2620995001001,2620995001001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 99,LA CONCHA,LA CONCHA - Mesa 1,QUINDIO - CIRCASIA - Zona 99 - LA CONCHA - Mesa 01,Sí,No,Nunca
284,testigo_2620995301001,2620995301001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 99,LA POLA,LA POLA - Mesa 1,QUINDIO - CIRCASIA - Zona 99 - LA POLA - Mesa 01,Sí,No,Nunca
285,testigo_2620995401001,2620995401001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 99,LA SIRIA,LA SIRIA - Mesa 1,QUINDIO - CIRCASIA - Zona 99 - LA SIRIA - Mesa 01,Sí,No,Nunca
286,testigo_2620997201001,2620997201001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 99,PIAMONTE,PIAMONTE - Mesa 1,QUINDIO - CIRCASIA - Zona 99 - PIAMONTE - Mesa 01,Sí,No,Nunca
287,testigo_2620998001001,2620998001001,testigo_electoral,test123,QUINDIO,CIRCASIA,Zona 99,SANTA RITA,SANTA RITA - Mesa 1,QUINDIO - CIRCASIA - Zona 99 - SANTA RITA - Mesa 01,Sí,No,Nunca
288,testigo_2625000001001,2625000001001,testigo_electoral,test123,QUINDIO,CORDOBA,Zona 00,PUESTO CABECERA MUNICIPAL,PUESTO CABECERA MUNICIPAL - Mesa 1,QUINDIO - CORDOBA - Zona 00 - PUESTO CABECERA MUNICIPAL - Mesa 01,Sí,No,Nunca
289,testigo_2625000002001,2625000002001,testigo_electoral,test123,QUINDIO,CORDOBA,Zona 00,PUESTO CABECERA MUNICIPAL,PUESTO CABECERA MUNICIPAL - Mesa 2,QUINDIO - CORDOBA - Zona 00 - PUESTO CABECERA MUNICIPAL - Mesa 02,Sí,No,Nunca
290,testigo_2630000001001,2630000001001,testigo_electoral,test123,QUINDIO,FILANDIA,Zona 00,IE LIC. ANDINO DE LA SANTISIMA TRINIDAD,IE LIC. ANDINO DE LA SANTISIMA TRINIDAD - Mesa 1,QUINDIO - FILANDIA - Zona 00 - IE LIC. ANDINO DE LA SANTISIMA TRINIDAD - Mesa 01,Sí,No,Nunca
291,testigo_2630000002001,2630000002001,testigo_electoral,test123,QUINDIO,FILANDIA,Zona 00,IE LIC. ANDINO DE LA SANTISIMA TRINIDAD,IE LIC. ANDINO DE LA SANTISIMA TRINIDAD - Mesa 2,QUINDIO - FILANDIA - Zona 00 - IE LIC. ANDINO DE LA SANTISIMA TRINIDAD - Mesa 02,Sí,No,Nunca
292,testigo_2630000003001,2630000003001,testigo_electoral,test123,QUINDIO,FILANDIA,Zona 00,IE LIC. ANDINO DE LA SANTISIMA TRINIDAD,IE LIC. ANDINO DE LA SANTISIMA TRINIDAD - Mesa 3,QUINDIO - FILANDIA - Zona 00 - IE LIC. ANDINO DE LA SANTISIMA TRINIDAD - Mesa 03,Sí,No,Nunca
293,testigo_2630993101001,2630993101001,testigo_electoral,test123,QUINDIO,FILANDIA,Zona 99,EL PARAISO,EL PARAISO - Mesa 1,QUINDIO - FILANDIA - Zona 99 - EL PARAISO - Mesa 01,Sí,No,Nunca
294,testigo_2630995301001,2630995301001,testigo_electoral,test123,QUINDIO,FILANDIA,Zona 99,LA INDIA,LA INDIA - Mesa 1,QUINDIO - FILANDIA - Zona 99 - LA INDIA - Mesa 01,Sí,No,Nunca
295,testigo_2630995401001,2630995401001,testigo_electoral,test123,QUINDIO,FILANDIA,Zona 99,CRUCES,CRUCES - Mesa 1,QUINDIO - FILANDIA - Zona 99 - CRUCES - Mesa 01,Sí,No,Nunca
296,testigo_2630997301001,2630997301001,testigo_electoral,test123,QUINDIO,FILANDIA,Zona 99,PAVAS,PAVAS - Mesa 1,QUINDIO - FILANDIA - Zona 99 - PAVAS - Mesa 01,Sí,No,Nunca
297,testigo_2640000001001,2640000001001,testigo_electoral,test123,QUINDIO,GENOVA,Zona 00,PUESTO CABECERA MUNICIPAL,PUESTO CABECERA MUNICIPAL - Mesa 1,QUINDIO - GENOVA - Zona 00 - PUESTO CABECERA MUNICIPAL - Mesa 01,Sí,No,Nunca
298,testigo_2640000002001,2640000002001,testigo_electoral,test123,QUINDIO,GENOVA,Zona 00,PUESTO CABECERA MUNICIPAL,PUESTO CABECERA MUNICIPAL - Mesa 2,QUINDIO - GENOVA - Zona 00 - PUESTO CABECERA MUNICIPAL - Mesa 02,Sí,No,Nunca
299,testigo_2640993201001,2640993201001,testigo_electoral,test123,QUINDIO,GENOVA,Zona 99,LA VENADA,LA VENADA - Mesa 1,QUINDIO - GENOVA - Zona 99 - LA VENADA - Mesa 01,Sí,No,Nunca
300,testigo_2650010101001,2650010101001,testigo_electoral,test123,QUINDIO,LA TEBAIDA,Zona 01,CTRO EDUC. INSTITUTO TEBAIDA,CTRO EDUC. INSTITUTO TEBAIDA - Mesa 1,QUINDIO - LA TEBAIDA - Zona 01 - CTRO EDUC. INSTITUTO TEBAIDA - Mesa 01,Sí,No,Nunca
301,testigo_2650010102001,2650010102001,testigo_electoral,test123,QUINDIO,LA TEBAIDA,Zona 01,CTRO EDUC. INSTITUTO TEBAIDA,CTRO EDUC. INSTITUTO TEBAIDA - Mesa 2,QUINDIO - LA TEBAIDA - Zona 01 - CTRO EDUC. INSTITUTO TEBAIDA - Mesa 02,Sí,No,Nunca
302,testigo_2650010103001,2650010103001,testigo_electoral,test123,QUINDIO,LA TEBAIDA,Zona 01,CTRO EDUC. INSTITUTO TEBAIDA,CTRO EDUC. INSTITUTO TEBAIDA - Mesa 3,QUINDIO - LA TEBAIDA - Zona 01 - CTRO EDUC. INSTITUTO TEBAIDA - Mesa 03,Sí,No,Nunca
303,testigo_2650010201001,2650010201001,testigo_electoral,test123,QUINDIO,LA TEBAIDA,Zona 01,INS. EDUC. GABRIELA MISTRAL,INS. EDUC. GABRIELA MISTRAL - Mesa 1,QUINDIO - LA TEBAIDA - Zona 01 - INS. EDUC. GABRIELA MISTRAL - Mesa 01,Sí,No,Nunca
304,testigo_2650010202001,2650010202001,testigo_electoral,test123,QUINDIO,LA TEBAIDA,Zona 01,INS. EDUC. GABRIELA MISTRAL,INS. EDUC. GABRIELA MISTRAL - Mesa 2,QUINDIO - LA TEBAIDA - Zona 01 - INS. EDUC. GABRIELA MISTRAL - Mesa 02,Sí,No,Nunca
305,testigo_2650010301001,2650010301001,testigo_electoral,test123,QUINDIO,LA TEBAIDA,Zona 01,INS. EDUC. NUEVO HORIZONTE,INS. EDUC. NUEVO HORIZONTE - Mesa 1,QUINDIO - LA TEBAIDA - Zona 01 - INS. EDUC. NUEVO HORIZONTE - Mesa 01,Sí,No,Nunca
306,testigo_2650020101001,2650020101001,testigo_electoral,test123,QUINDIO,LA TEBAIDA,Zona 02,IE PEDACITO DE CIELO,IE PEDACITO DE CIELO - Mesa 1,QUINDIO - LA TEBAIDA - Zona 02 - IE PEDACITO DE CIELO - Mesa 01,Sí,No,Nunca
307,testigo_2650020102001,2650020102001,testigo_electoral,test123,QUINDIO,LA TEBAIDA,Zona 02,IE PEDACITO DE CIELO,IE PEDACITO DE CIELO - Mesa 2,QUINDIO - LA TEBAIDA - Zona 02 - IE PEDACITO DE CIELO - Mesa 02,Sí,No,Nunca
308,testigo_2650020103001,2650020103001,testigo_electoral,test123,QUINDIO,LA TEBAIDA,Zona 02,IE PEDACITO DE CIELO,IE PEDACITO DE CIELO - Mesa 3,QUINDIO - LA TEBAIDA - Zona 02 - IE PEDACITO DE CIELO - Mesa 03,Sí,No,Nunca
309,testigo_2650020201001,2650020201001,testigo_electoral,test123,QUINDIO,LA TEBAIDA,Zona 02,INSTITUTO EDUC. ANTONIO NARIÑO,INSTITUTO EDUC. ANTONIO NARIÑO - Mesa 1,QUINDIO - LA TEBAIDA - Zona 02 - INSTITUTO EDUC. ANTONIO NARIÑO - Mesa 01,Sí,No,Nunca
310,testigo_2650020202001,2650020202001,testigo_electoral,test123,QUINDIO,LA TEBAIDA,Zona 02,INSTITUTO EDUC. ANTONIO NARIÑO,INSTITUTO EDUC. ANTONIO NARIÑO - Mesa 2,QUINDIO - LA TEBAIDA - Zona 02 - INSTITUTO EDUC. ANTONIO NARIÑO - Mesa 02,Sí,No,Nunca
311,testigo_2650992801001,2650992801001,testigo_electoral,test123,QUINDIO,LA TEBAIDA,Zona 99,LA HERRADURA  (LA SILVIA),LA HERRADURA  (LA SILVIA) - Mesa 1,QUINDIO - LA TEBAIDA - Zona 99 - LA HERRADURA  (LA SILVIA) - Mesa 01,Sí,No,Nunca
312,testigo_2660010101001,2660010101001,testigo_electoral,test123,QUINDIO,MONTENEGRO,Zona 01,ESC. RAFAEL URIBE,ESC. RAFAEL URIBE - Mesa 1,QUINDIO - MONTENEGRO - Zona 01 - ESC. RAFAEL URIBE - Mesa 01,Sí,No,Nunca
313,testigo_2660010102001,2660010102001,testigo_electoral,test123,QUINDIO,MONTENEGRO,Zona 01,ESC. RAFAEL URIBE,ESC. RAFAEL URIBE - Mesa 2,QUINDIO - MONTENEGRO - Zona 01 - ESC. RAFAEL URIBE - Mesa 02,Sí,No,Nunca
